timestamp,DecibelSource
1661947743562,-1.862671492807362
1661947743602,-2.6522516505775453
1661947743641,-6.158482758135957
1661947743681,-6.633884040003987
1661947743722,-7.909400074271503
1661947743762,-6.3424467469936365
1661947743801,-12.321487062561683
1661947743922,-15.290621357253173
1661947744041,-18.916101693085135
1661947744101,-17.76216750606444
1661947744141,-23.50248018334163
1661947744221,-21.393946530192697
1661947744381,-19.109153245039
1661947744741,-22.119453201678816
1661947744822,-19.980655002228
1661947744864,-25.54368000990088
1661947744902,-23.50248018334163
1661947744981,-25.54368000990088
1661947745022,-10.949755132308567
1661947745062,-15.720967679505193
1661947745102,-12.159115073854828
1661947745141,5.887092831835315
1661947745181,6.838788855365991
1661947745221,5.0481661664128366
1661947745264,0.8868968276136533
1661947745301,0.12658365168972846
1661947745341,34.09370540576471
1661947745402,42.17908146438969
1661947745441,26.54649703019027
1661947745481,11.052249713349491
1661947745521,7.69749761669339
1661947745562,7.655288578248005
1661947745601,32.5605620965651
1661947745641,28.80374586102576
1661947745681,10.23330556519171
1661947745721,6.582989278033358
1661947745761,29.016066871342527
1661947745801,23.24332990180103
1661947745841,30.605692694830708
1661947745881,32.75978883770242
1661947745921,23.427508333867166
1661947745961,33.51961436979083
1661947746002,28.92361107917718
1661947746041,10.93816304774488
1661947746081,30.028706011726843
1661947746122,35.91352351088215
1661947746164,32.77154454704839
1661947746201,26.337901570885215
1661947746242,37.08772713163722
1661947746282,39.635845730482934
1661947746322,39.42615280522864
1661947746361,40.932978921861505
1661947746401,37.855146584759865
1661947746442,23.020200852103994
1661947746481,20.78222899711889
1661947746522,12.333616101880981
1661947746562,6.732102193095124
1661947746602,4.646651629409112
1661947746661,3.5315084511654167
1661947746701,-1.0876379771649007
1661947746741,-4.324800158864065
1661947746781,-5.491874884863072
1661947746821,-6.437435961008864
1661947746861,-7.704644217173526
1661947746902,-10.438229907834755
1661947746941,-12.71066772286538
1661947746981,-11.964331539896339
1661947747021,-12.942966130050129
1661947747061,-13.502480183341628
1661947747101,-15.631419252975927
1661947747141,0.3980347812482454
1661947747181,4.489201578359879
1661947747221,1.8075163309178441
1661947747261,1.3777360837669614
1661947747301,-2.966894261209031
1661947747341,6.865305391334033
1661947747382,17.369431173190414
1661947747422,20.055601587756758
1661947747466,30.25663758294013
1661947747502,38.255228665931874
1661947747542,21.992824564018495
1661947747581,18.396246262035536
1661947747621,22.143514766075263
1661947747662,25.238951902221828
1661947747701,29.16035433010725
1661947747741,22.59987488863008
1661947747781,11.499884564914762
1661947747821,4.161648287782367
1661947747862,2.981119926467688
1661947747901,0.5201336412051742
1661947747961,-0.6132841267243632
1661947748001,14.47348408905231
1661947748041,40.6200362689696
1661947748081,46.119649467266406
1661947748121,45.82464022893424
1661947748161,44.433855958099045
1661947748201,48.70021088542744
1661947748241,49.673198365960644
1661947748281,50.236227623364165
1661947748321,42.43306906737833
1661947748361,43.43260156794354
1661947748401,40.13708205572869
1661947748441,36.33929017928779
1661947748481,36.784062832037264
1661947748521,38.93010409898282
1661947748561,37.112137440753536
1661947748601,40.84217528878863
1661947748641,44.46942509785076
1661947748681,45.75692957771085
1661947748721,40.815392980393085
1661947748761,36.60116611135053
1661947748801,35.128509439462704
1661947748842,41.18965319797623
1661947748881,40.34070017196311
1661947748921,33.651795035459024
1661947748963,25.520228229619907
1661947749002,15.405850214084564
1661947749041,11.077095328694753
1661947749081,7.947151677895025
1661947749122,8.715247230969503
1661947749161,35.79666422833884
1661947749221,35.23035663974125
1661947749261,39.338695439836634
1661947749301,40.22053058553341
1661947749341,43.47836436772249
1661947749381,46.20224623502218
1661947749421,40.96566396704664
1661947749461,33.86674299322116
1661947749501,44.36554361234319
1661947749541,46.764668672970686
1661947749581,44.277879930068956
1661947749621,39.497222011087565
1661947749661,39.96771365364185
1661947749701,37.66925508618804
1661947749741,33.10670794963555
1661947749781,15.93759384265983
1661947749821,22.194637720260104
1661947749862,9.67345272648239
